name_func;name_exception;user/sys
label_ranking_average_precision_score;ValueError;sys
label_ranking_average_precision_score;ValueError;sys
coverage_error;ValueError;sys
coverage_error;ValueError;sys
check_pairwise_arrays;ValueError;sys
check_paired_arrays;ValueError;sys
euclidean_distances;ValueError;sys
pairwise_distances_argmin_min;ValueError;sys
manhattan_distances;TypeError;sys
paired_distances;ValueError;sys
additive_chi2_kernel;ValueError;sys
additive_chi2_kernel;ValueError;sys
additive_chi2_kernel;ValueError;sys
pairwise_distances;ValueError;sys
pairwise_distances;TypeError;sys
pairwise_kernels;ValueError;sys
_check_targets;ValueError;sys
_check_targets;ValueError;sys
confusion_matrix;ValueError;sys
matthews_corrcoef;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
hamming_loss;ValueError;sys
log_loss;ValueError;sys
log_loss;ValueError;sys
hinge_loss;ValueError;sys
_check_binary_probabilistic_predictions;ValueError;sys
_check_binary_probabilistic_predictions;ValueError;sys
_check_binary_probabilistic_predictions;ValueError;sys
check_clusterings;ValueError;sys
check_clusterings;ValueError;sys
check_clusterings;ValueError;sys
silhouette_score;ValueError;sys
check_fetch_lfw;IOError;sys
check_fetch_lfw;IOError;sys
_fetch_lfw_people;ValueError;sys
_fetch_lfw_pairs;ValueError;sys
fetch_lfw_pairs;ValueError;sys
load_sample_image;AttributeError;sys
_gen_open;TypeError;sys
load_svmlight_files;ValueError;sys
dump_svmlight_file;ValueError;sys
dump_svmlight_file;ValueError;sys
dump_svmlight_file;ValueError;sys
dump_svmlight_file;ValueError;sys
fetch_20newsgroups;IOError;sys
fetch_20newsgroups;ValueError;sys
fetch_20newsgroups_vectorized;ValueError;sys
load_mlcomp;ValueError;sys
load_mlcomp;ValueError;sys
load_mlcomp;ValueError;sys
load_mlcomp;ValueError;sys
make_classification;ValueError;sys
make_classification;ValueError;sys
make_classification;ValueError;sys
make_circles;ValueError;sys
make_friedman1;ValueError;sys
make_gaussian_quantiles;ValueError;sys
_set_covars;NotImplementedError;sys
score_samples;NotImplementedError;sys
lower_bound;NotImplementedError;sys
score_samples;NotImplementedError;sys
__init__;ValueError;sys
__init__;ValueError;sys
score_samples;ValueError;sys
fit;ValueError;sys
fit;RuntimeError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
distribute_covar_matrix_to_match_covariance_type;ValueError;sys
fit_transform;ValueError;sys
fit_transform;ValueError;sys
_assess_dimension_;ValueError;sys
_fit;ValueError;sys
_fit;ValueError;sys
partial_fit;ValueError;sys
partial_fit;ValueError;sys
_sparse_encode;ValueError;sys
dict_learning;ValueError;sys
dict_learning_online;ValueError;sys
__init__;ValueError;sys
_fit_inverse_transform;NotImplementedError;sys
inverse_transform;NotFittedError;usr
check_non_negative;ValueError;sys
_initialize_nmf;ValueError;sys
__init__;ValueError;sys
_init;ValueError;sys
fastica;ValueError;sys
fastica;exc;usr
fastica;ValueError;sys
fastica;ValueError;sys
__init__;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
compute_class_weight;ValueError;sys
compute_class_weight;ValueError;sys
compute_class_weight;ValueError;sys
compute_sample_weight;ValueError;sys
compute_sample_weight;ValueError;sys
compute_sample_weight;ValueError;sys
compute_sample_weight;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
_raise_no_convergence;ArpackNoConvergence;usr
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
iterate;ValueError;sys
iterate;ArpackError;usr
extract;ArpackError;usr
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
iterate;ValueError;sys
iterate;ArpackError;usr
extract;ArpackError;usr
extract;ArpackError;usr
_matvec;ValueError;sys
_matvec;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigs;ValueError;sys
_eigsh;ValueError;sys
_eigsh;ValueError;sys
_eigsh;ValueError;sys
_eigsh;ValueError;sys
_eigsh;ValueError;sys
_eigsh;ValueError;sys
_eigsh;ValueError;sys
_eigsh;ValueError;sys
_eigsh;ValueError;sys
resample;ValueError;sys
resample;ValueError;sys
_get_n_jobs;ValueError;sys
assert_raises_regex;AssertionError;sys
assert_warns;AssertionError;sys
assert_warns;AssertionError;sys
assert_warns_message;AssertionError;sys
assert_warns_message;AssertionError;sys
assert_warns_message;AssertionError;sys
assert_no_warnings;AssertionError;sys
__enter__;RuntimeError;sys
__exit__;RuntimeError;sys
_assert_allclose;AssertionError;sys
assert_raise_message;AssertionError;sys
__call__;HTTPError;usr
all_estimators;ValueError;sys
if_not_mac_os;SkipTest;usr
check_skip_network;SkipTest;usr
check_skip_travis;SkipTest;usr
_assert_all_finite;ValueError;sys
_num_samples;TypeError;sys
_num_samples;TypeError;sys
_num_samples;TypeError;sys
check_consistent_length;ValueError;sys
_ensure_sparse_format;TypeError;sys
check_array;ValueError;sys
check_array;ValueError;sys
check_array;ValueError;sys
column_or_1d;ValueError;sys
check_random_state;ValueError;sys
check_symmetric;ValueError;sys
check_symmetric;ValueError;sys
check_is_fitted;TypeError;sys
check_is_fitted;NotFittedError;usr
unique_labels;ValueError;sys
unique_labels;ValueError;sys
unique_labels;ValueError;sys
unique_labels;ValueError;sys
unique_labels;ValueError;sys
type_of_target;ValueError;sys
_check_partial_fit_first_call;ValueError;sys
_check_partial_fit_first_call;ValueError;sys
graph_laplacian;ValueError;sys
_check_transformer;SkipTest;usr
check_pipeline_consistency;SkipTest;usr
check_estimators_nan_inf;AssertionError;sys
check_estimators_nan_inf;AssertionError;sys
check_estimators_nan_inf;AssertionError;sys
check_estimators_data_not_an_array;SkipTest;usr
_raise_typeerror;TypeError;sys
mean_variance_axis;ValueError;sys
inplace_swap_row_csc;TypeError;sys
inplace_swap_row_csr;TypeError;sys
count_nonzero;TypeError;sys
count_nonzero;ValueError;sys
csc_median_axis_0;TypeError;sys
choice;ValueError;sys
choice;ValueError;sys
choice;ValueError;sys
choice;ValueError;sys
choice;ValueError;sys
choice;ValueError;sys
choice;ValueError;sys
choice;ValueError;sys
choice;ValueError;sys
random_choice_csc;ValueError;sys
random_choice_csc;ValueError;sys
random_choice_csc;ValueError;sys
_fast_dot;ValueError;sys
_fast_dot;ValueError;sys
_fast_dot;ValueError;sys
make_nonnegative;ValueError;sys
_min_or_max_axis;ValueError;sys
_sparse_min_or_max;ValueError;sys
_sparse_min_or_max;ValueError;sys
_rankdata;NotImplementedError;sys
_line_search_wolfe12;_LineSearchError;usr
validate_graph;ValueError;sys
validate_graph;ValueError;sys
validate_graph;ValueError;sys
_validate_estimator;ValueError;sys
_validate_estimator;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
predict_proba;ValueError;sys
predict_log_proba;ValueError;sys
decision_function;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
feature_importances_;ValueError;sys
_validate_y_class_weight;ValueError;sys
_set_oob_score;NotImplementedError;sys
_grid_from_X;ValueError;sys
_grid_from_X;ValueError;sys
partial_dependence;ValueError;sys
partial_dependence;ValueError;sys
partial_dependence;ValueError;sys
partial_dependence;ValueError;sys
partial_dependence;ValueError;sys
plot_partial_dependence;ValueError;sys
plot_partial_dependence;ValueError;sys
plot_partial_dependence;ValueError;sys
plot_partial_dependence;ValueError;sys
plot_partial_dependence;ValueError;sys
plot_partial_dependence;ValueError;sys
__init__;ValueError;sys
fit;ValueError;sys
init_estimator;NotImplementedError;sys
__init__;ValueError;sys
_score_to_proba;TypeError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_resize_state;ValueError;sys
fit;ValueError;sys
_make_estimator;NotImplementedError;sys
_init_decision_function;NotFittedError;usr
_init_decision_function;ValueError;sys
feature_importances_;NotFittedError;usr
fit;ValueError;sys
fit;ValueError;sys
feature_importances_;ValueError;sys
_check_sample_weight;ValueError;sys
fit;ValueError;sys
_validate_estimator;TypeError;sys
_boost_discrete;ValueError;sys
fit;ValueError;sys
ledoit_wolf;MemoryError;sys
_c_step;ValueError;sys
select_candidates;TypeError;sys
predict;NotImplementedError;sys
graph_lasso;FloatingPointError;sys
error_norm;NotImplementedError;sys
export_graphviz;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
predict;ValueError;sys
predict;NotFittedError;usr
predict;ValueError;sys
feature_importances_;NotFittedError;usr
predict_proba;ValueError;sys
predict_proba;NotFittedError;usr
predict_proba;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
transform;ValueError;sys
scale;ValueError;sys
scale;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
transform;ValueError;sys
inverse_transform;ValueError;sys
transform;ValueError;sys
normalize;ValueError;sys
normalize;ValueError;sys
binarize;ValueError;sys
_fit_transform;ValueError;sys
_fit_transform;ValueError;sys
_fit_transform;ValueError;sys
_transform;ValueError;sys
_transform;ValueError;sys
_transform;ValueError;sys
_transform;ValueError;sys
_check_numpy_unicode_bug;RuntimeError;sys
_check_fitted;ValueError;sys
transform;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
_check_fitted;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
transform;ValueError;sys
label_binarize;ValueError;sys
label_binarize;ValueError;sys
label_binarize;ValueError;sys
label_binarize;ValueError;sys
label_binarize;ValueError;sys
_inverse_binarize_thresholding;ValueError;sys
_inverse_binarize_thresholding;ValueError;sys
_inverse_binarize_thresholding;ValueError;sys
inverse_transform;ValueError;sys
inverse_transform;ValueError;sys
inverse_transform;ValueError;sys
raise_build_error;ImportError;sys
__init__;ValueError;sys
__init__;ValueError;sys
_choose_algorithm;ValueError;sys
_choose_algorithm;ValueError;sys
_choose_algorithm;ValueError;sys
sample;NotImplementedError;sys
_check_weights;ValueError;sys
_get_weights;ValueError;sys
_init_params;ValueError;sys
_init_params;ValueError;sys
_init_params;ValueError;sys
_init_params;ValueError;sys
_fit;ValueError;sys
_fit;ValueError;sys
_fit;ValueError;sys
_fit;ValueError;sys
kneighbors;NotFittedError;usr
kneighbors;ValueError;sys
kneighbors;ValueError;sys
kneighbors;ValueError;sys
kneighbors_graph;ValueError;sys
radius_neighbors;NotFittedError;usr
radius_neighbors;ValueError;sys
radius_neighbors;ValueError;sys
radius_neighbors_graph;ValueError;sys
_to_hash;ValueError;sys
kneighbors;ValueError;sys
radius_neighbors;ValueError;sys
partial_fit;ValueError;sys
_check_params;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
predict;ValueError;sys
transform;ValueError;sys
inverse_transform;ValueError;sys
chi2;ValueError;sys
f_regression;ValueError;sys
fit;TypeError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
transform;NotFittedError;usr
transform;ValueError;sys
transform;ValueError;sys
transform;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
_get_kernel;ValueError;sys
_build_graph;NotImplementedError;sys
reraise;with_traceback;usr
reraise;value;usr
print_;TypeError;sys
print_;TypeError;sys
print_;TypeError;sys
__init__;ValueError;sys
filter_args;ValueError;sys
filter_args;TypeError;sys
filter_args;ValueError;sys
__init__;ValueError;sys
__call__;ValueError;sys
__call__;ValueError;sys
__call__;ImportError;sys
__call__;ValueError;sys
load_build;ImportError;sys
dump;ValueError;sys
_load_output;KeyError;sys
get;KeyError;sys
format_records;IndexError;sys
k_means;ValueError;sys
k_means;ValueError;sys
_init_centroids;ValueError;sys
_init_centroids;ValueError;sys
_init_centroids;ValueError;sys
_check_fit_data;ValueError;sys
_check_test_data;ValueError;sys
fit;ValueError;sys
_log_normalize;ValueError;sys
_check_parameters;ValueError;sys
_check_parameters;ValueError;sys
_check_parameters;ValueError;sys
_check_parameters;ValueError;sys
_check_parameters;ValueError;sys
transform;ValueError;sys
mean_shift;ValueError;sys
mean_shift;ValueError;sys
affinity_propagation;ValueError;sys
affinity_propagation;ValueError;sys
fit;ValueError;sys
predict;ValueError;sys
discretize;LinAlgError;usr
spectral_clustering;ValueError;sys
_fit;ValueError;sys
_check_fit;NotFittedError;usr
_check_fit;ValueError;sys
_global_clustering;ValueError;sys
_fix_connectivity;ValueError;sys
ward_tree;ValueError;sys
_hc_cut;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit_predict;AttributeError;sys
fit_predict;AttributeError;sys
dbscan;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
l1_min_c;ValueError;sys
l1_min_c;ValueError;sys
__init__;ValueError;sys
fit;TypeError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
_dense_fit;ValueError;sys
_dense_predict;ValueError;sys
_validate_for_predict;ValueError;sys
_validate_for_predict;ValueError;sys
_validate_for_predict;ValueError;sys
coef_;ValueError;sys
_validate_targets;ValueError;sys
_check_proba;AttributeError;sys
_check_proba;AttributeError;sys
_get_liblinear_solver_type;ValueError;sys
_get_liblinear_solver_type;ValueError;sys
_fit_liblinear;ValueError;sys
_fit_liblinear;ValueError;sys
_compute_n_patches;ValueError;sys
extract_patches_2d;ValueError;sys
extract_patches_2d;ValueError;sys
_check_stop_list;ValueError;sys
decode;ValueError;sys
build_preprocessor;ValueError;sys
build_analyzer;ValueError;sys
_validate_vocabulary;ValueError;sys
_validate_vocabulary;ValueError;sys
_validate_vocabulary;ValueError;sys
_validate_vocabulary;ValueError;sys
_check_vocabulary;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
_limit_features;ValueError;sys
_count_vocab;ValueError;sys
fit_transform;ValueError;sys
transform;ValueError;sys
_transform;ValueError;sys
_validate_params;TypeError;sys
_validate_params;ValueError;sys
_validate_params;ValueError;sys
transform;ValueError;sys
absolute_exponential;ValueError;sys
squared_exponential;ValueError;sys
generalized_exponential;Exception;sys
cubic;Exception;sys
linear;Exception;sys
fit;Exception;sys
fit;Exception;sys
fit;Exception;sys
fit;Exception;sys
fit;Exception;sys
fit;Exception;sys
predict;ValueError;sys
predict;Exception;sys
reduced_likelihood_function;Exception;sys
reduced_likelihood_function;Exception;sys
_arg_max_reduced_likelihood_function;NotImplementedError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
decision_function;NotFittedError;usr
decision_function;ValueError;sys
enet_path;ValueError;sys
enet_path;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;TypeError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
logistic_regression_path;ValueError;sys
_log_reg_scoring_path;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
_resample_model;ValueError;sys
_make_estimator_and_params;NotImplementedError;sys
transform;ValueError;sys
lasso_stability_path;ValueError;sys
_check_subparams;ValueError;sys
_check_subparams;ValueError;sys
_check_subparams;ValueError;sys
_check_subparams;ValueError;sys
fit;ValueError;sys
orthogonal_mp;ValueError;sys
orthogonal_mp;ValueError;sys
orthogonal_mp;ValueError;sys
orthogonal_mp_gram;ValueError;sys
orthogonal_mp_gram;ValueError;sys
orthogonal_mp_gram;ValueError;sys
orthogonal_mp_gram;ValueError;sys
_validate_params;ValueError;sys
_validate_params;ValueError;sys
_validate_params;ValueError;sys
_validate_params;ValueError;sys
_validate_params;ValueError;sys
_validate_params;ValueError;sys
_validate_sample_weight;ValueError;sys
_allocate_parameter_mem;ValueError;sys
_allocate_parameter_mem;ValueError;sys
_allocate_parameter_mem;ValueError;sys
_allocate_parameter_mem;ValueError;sys
_partial_fit;ValueError;sys
_partial_fit;ValueError;sys
partial_fit;ValueError;sys
_check_proba;AttributeError;sys
_predict_proba;NotImplementedError;sys
_partial_fit;ValueError;sys
_solve_sparse_cg;ValueError;sys
ridge_regression;ValueError;sys
ridge_regression;ValueError;sys
ridge_regression;ValueError;sys
ridge_regression;ValueError;sys
ridge_regression;ValueError;sys
ridge_regression;TypeError;sys
fit;ValueError;sys
_pre_compute_svd;TypeError;sys
fit;ValueError;sys
fit;ValueError;sys
spectral_embedding;ValueError;sys
spectral_embedding;ValueError;sys
spectral_embedding;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
null_space;ValueError;sys
locally_linear_embedding;ValueError;sys
locally_linear_embedding;ValueError;sys
locally_linear_embedding;ValueError;sys
locally_linear_embedding;ValueError;sys
locally_linear_embedding;ValueError;sys
locally_linear_embedding;ValueError;sys
locally_linear_embedding;ValueError;sys
_smacof_single;ValueError;sys
fit_transform;ValueError;sys
__init__;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
