name_func;id_handler;exception_name;user/sys
verify_ogr_field;848;InvalidInteger;usr
verify_fk;849;MissingForeignKey;usr
save;851;null;sys
save;853;null;sys
save;854;null;sys
kml;856;Http404;usr
kml;857;Http404;usr
get_new_connection;862;ImproperlyConfigured;usr
spatial_version;869;ImproperlyConfigured;usr
get_raster_prep_value;874;ValueError;sys
get_prep_value;875;ValueError;sys
handle;879;CommandError;usr
__init__;883;GDALException;usr
__init__;890;GDALException;usr
__getitem__;893;GDALException;usr
to_python;896;ValidationError;usr
clean;898;ValidationError;usr
_set_slice;903;TypeError;sys
_construct_ring;904;TypeError;sys
__call__;910;Http404;usr
item_link;911;ImproperlyConfigured;usr
shortcut;927;Http404;usr
shortcut;928;Http404;usr
include;939;ImproperlyConfigured;usr
__getitem__;942;KeyError;sys
to_python;951;ValidationError;usr
_check_values;952;ValidationError;usr
_check_values;953;ValidationError;usr
to_python;964;ValidationError;usr
to_python;965;ValidationError;usr
to_python;966;ValidationError;usr
to_python;968;ValidationError;usr
to_python;970;ValidationError;usr
_coerce;971;ValidationError;usr
_coerce;972;ValidationError;usr
to_python;977;ValidationError;usr
